,Reviewer Name,Restaurant Name,Rating,Tags
19268,Kenny Y.,10q chicken,5.0,"Chicken Shop, Korean"
19269,Kenny Y.,arigato market,2.0,"Tacos, Japanese Curry"
19270,Kenny Y.,miso phat sushi,3.0,"Sushi Bars, Japanese"
19271,Kenny Y.,pierce tavern,5.0,"Burgers, American (New), Barbeque"
19272,Kenny Y.,dusek's tavern,3.0,"Bars, American (New), Breakfast & Brunch"
19273,Kenny Y.,bavette's bar & boeuf,3.0,"Steakhouses, Seafood, Bars"
19274,Kenny Y.,s.k.y.,4.0,"American (New), Cocktail Bars, Wine Bars"
19275,Kenny Y.,tropical cabana,5.0,"Spanish, Latin American, Buffets"
19276,Kenny Y.,blvd steakhouse,4.0,"American (New), Steakhouses, Seafood"
19277,Kenny Y.,chan kee,4.0,"Cantonese, Noodles, Breakfast & Brunch"
19278,Kenny Y.,aba,5.0,"Mediterranean, Tapas/Small Plates"
19279,Kenny Y.,scafuri bakery,3.0,"Bakeries, Cafes"
19280,Kenny Y.,pappy's smokehouse,4.0,"Barbeque, Smokehouse, Caterers"
19281,Kenny Y.,serai,2.0,"Malaysian, Asian Fusion, Desserts"
19282,Kenny Y.,viaggio ristorante & lounge,1.0,Italian
19283,Kenny Y.,ema,5.0,"Mediterranean, Tapas/Small Plates, Salad"
19284,Kenny Y.,krung thep thai cuisine,4.0,"Thai, Asian Fusion, Salad"
19285,Kenny Y.,retreat gastropub,3.0,"Cocktail Bars, American (New), Gastropubs"
19286,Kenny Y.,furama restaurant,1.0,"Dim Sum, Cantonese, Seafood"
19287,Kenny Y.,saucy porka,5.0,"Asian Fusion, Breakfast & Brunch"
19288,Kenny Y.,nonna's pizza & sandwiches,5.0,"Italian, Sandwiches, Pizza"
19289,Kenny Y.,soju bbq,2.0,"Korean, Asian Fusion, Chicken Wings"
19290,Kenny Y.,bao bing,3.0,Taiwanese
19291,Kenny Y.,pho cafe,4.0,Vietnamese
19292,Kenny Y.,big jones,5.0,"Southern, Breakfast & Brunch, Bars"
19293,Kenny Y.,daguan noodle,3.0,"Chinese, Chicken Wings"
19294,Kenny Y.,wentworth seafood house,4.0,"Bubble Tea, Seafood, Cantonese"
19295,Kenny Y.,windy city cafe,4.0,"Breakfast & Brunch, American (Traditional), Burgers"
19296,Kenny Y.,siena tavern,5.0,"Italian, American (New), Pizza"
19297,Kenny Y.,sgd dubu so gong dong tofu & korean bbq,3.0,"Korean, Barbeque, Seafood"
19298,Kenny Y.,h mart,4.0,"Grocery, Korean, Food Court"
19299,Kenny Y.,chez joel bistro,3.0,French
19300,Kenny Y.,sushi + rotary sushi bar,4.0,"Conveyor Belt Sushi, Sushi Bars, Ramen"
19301,Kenny Y.,bryn mawr breakfast club,3.0,Breakfast & Brunch
19302,Kenny Y.,monteverde,5.0,"Italian, Desserts, Wine Bars"
19303,Kenny Y.,daebak korean bbq,4.0,"Korean, Barbeque"
19304,Kenny Y.,silli kori,5.0,"Thai, Asian Fusion"
19305,Kenny Y.,jj thai street food,5.0,Thai
19306,Kenny Y.,uncle mike's place,5.0,"Breakfast & Brunch, American (Traditional), Filipino"
19307,Kenny Y.,le'a brava,4.0,"Seafood, Mexican, Wine Bars"
19308,Kenny Y.,dolo restaurant and bar,4.0,"Dim Sum, Bars, Seafood"
19309,Kenny Y.,sweet maple cafe,3.0,"American (Traditional), Southern, Breakfast & Brunch"
19310,Kenny Y.,carnitas uruapan,4.0,Mexican
19311,Kenny Y.,wabi sabi rotary,4.0,"Sushi Bars, Ramen, Conveyor Belt Sushi"
19312,Kenny Y.,la josie,3.0,"Mexican, Cocktail Bars"
19313,Kenny Y.,bonchon chinatown chicago,3.0,"Chicken Wings, Korean, Salad"
19314,Kenny Y.,saint lou's assembly,3.0,"Bars, Tapas/Small Plates"
19315,Kenny Y.,benchmark,1.0,"Bars, Breakfast & Brunch, Burgers"
19316,Kenny Y.,nutella cafe,3.0,"Desserts, Cafes, Breakfast & Brunch"
19317,Kenny Y.,bop bar,4.0,"Food Trucks, Sandwiches, Korean"
19318,Kenny Y.,cafe ba-ba-reeba!,4.0,"Spanish, Tapas Bars, Venues & Event Spaces"
19319,Kenny Y.,nico osteria,5.0,"Italian, Seafood, Burgers"
19320,Kenny Y.,chicken planet,3.0,Chicken Shop
19321,Kenny Y.,medici on 57th,4.0,"Bakeries, Pizza, Breakfast & Brunch"
19322,Kenny Y.,hash,4.0,"Breakfast & Brunch, Sandwiches"
19323,Kenny Y.,greek islands restaurant,2.0,"Greek, Mediterranean"
19324,Kenny Y.,parlor pizza bar,4.0,Pizza
19325,Kenny Y.,pho 888,5.0,Vietnamese
19326,Kenny Y.,the dearborn,3.0,"Seafood, American (Traditional), Breakfast & Brunch"
19327,Kenny Y.,taipei cafe,4.0,"Taiwanese, Shaved Ice, Bubble Tea"
19328,Kenny Y.,peking gourmet inn,3.0,Chinese
19329,Kenny Y.,smoque bbq,4.0,Barbeque
19330,Kenny Y.,brightwok kitchen,4.0,"Asian Fusion, Gluten-Free, Vegetarian"
19331,Kenny Y.,talay chicago,4.0,"Thai, Sushi Bars"
19332,Kenny Y.,international mall,5.0,"Chinese, Taiwanese"
19333,Kenny Y.,butterfly sushi bar & thai cuisine,2.0,"Thai, Sushi Bars, Ramen"
19334,Kenny Y.,miss saigon,2.0,Vietnamese
19335,Kenny Y.,forno rosso pizzeria napoletana,5.0,"Pizza, Italian"
19336,Kenny Y.,ramen takeya,3.0,"Ramen, Noodles, Sushi Bars"
19337,Kenny Y.,tank noodle,4.0,"Vietnamese, Noodles"
19338,Kenny Y.,saucy porka,5.0,"Cafes, Breakfast & Brunch, Asian Fusion"
19339,Kenny Y.,cocoro japanese,3.0,"Japanese, Sushi Bars, Soup"
19340,Kenny Y.,wildberry pancakes and cafe,4.0,"Pancakes, Waffles, Cafes"
19341,Kenny Y.,minghin cuisine,4.0,"Seafood, Dim Sum, Cantonese"
19342,Kenny Y.,del seoul,5.0,"Korean, Asian Fusion, Tacos"
19343,Kenny Y.,au cheval,5.0,"Bars, American (Traditional)"
19344,Kenny Y.,joy yee noodle,1.0,"Noodles, Pan Asian"
19345,Kenny Y.,ramen wasabi,5.0,"Ramen, Tapas/Small Plates, Izakaya"
19346,Kenny Y.,triple crown restaurant,4.0,"Dim Sum, Seafood, Cantonese"
19347,Kenny Y.,mad social,4.0,American (New)
19348,Kenny Y.,avec,5.0,Mediterranean
19349,Kenny Y.,ada street,5.0,"Bars, American (Traditional)"
19350,Kenny Y.,meli cafe & juice bar,2.0,"Juice Bars & Smoothies, Breakfast & Brunch, Wraps"
19351,Kenny Y.,qing xiang yuan dumplings,4.0,"Barbeque, Dim Sum"
19352,Kenny Y.,morgan street cafe,5.0,"Coffee & Tea, Sandwiches"
19353,Kenny Y.,tremont taphouse,3.0,"Gastropubs, American (New), Beer Bar"
19354,Kenny Y.,betty's bomb ass burgers,5.0,"Food Trucks, Vegan, Burgers"
19355,Kenny Y.,mabel's bbq,4.0,"Barbeque, Bars"
19356,Kenny Y.,hatfield's goode grub,5.0,"Food Trucks, Southern"
19357,Kenny Y.,szechuan cafe,3.0,Szechuan
19358,Kenny Y.,phuel cafe,2.0,"Cafes, Fast Food, American (New)"
19359,Kenny Y.,mason's creamery,4.0,"Ice Cream & Frozen Yogurt, Food Stands, Ramen"
19360,Kenny Y.,wow food cafe,3.0,"Bubble Tea, Chinese, Coffee & Tea"
19361,Kenny Y.,black box fix,2.0,"Sandwiches, Burgers"
19362,Kenny Y.,barrio,3.0,"Breakfast & Brunch, Bars, Tacos"
19363,Kenny Y.,on the rise artisan breads,5.0,"Bakeries, Desserts, Sandwiches"
19364,Kenny Y.,taydo vietnamese & chinese restaurant,3.0,"Vietnamese, Chinese"
19365,Kenny Y.,sophie's italian sausage,5.0,"Italian, Food Stands"
19366,Kenny Y.,tabletop board game cafe,5.0,"Cafes, Bars, Tabletop Games"
19367,Kenny Y.,kenko,5.0,"Sushi Bars, Japanese, Asian Fusion"
19368,Kenny Y.,ginko restaurant,4.0,"Japanese, Sushi Bars"
19369,Kenny Y.,phusion cafe,4.0,"Taiwanese, Chinese"
19370,Kenny Y.,china wok,3.0,"Chinese, Seafood, Soup"
19371,Kenny Y.,temari japanese cafe,5.0,Japanese
19372,Kenny Y.,dante next door,4.0,"Italian, Pizza"
19373,Kenny Y.,pho thang cafe,4.0,Vietnamese
19374,Kenny Y.,dante,4.0,"American (New), Italian, Bars"
19375,Kenny Y.,han chinese kabob & grill,4.0,"Chinese, Soup, Kebab"
19376,Kenny Y.,nando's peri-peri,5.0,"South African, Portuguese, Chicken Shop"
19377,Kenny Y.,toast,4.0,"Wine Bars, Breakfast & Brunch, American (Traditional)"
19378,Kenny Y.,district,2.0,"American (New), Brasseries"
19379,Kenny Y.,sweet mango thai cuisine,5.0,Thai
19380,Kenny Y.,little goat diner,4.0,Diners
19381,Kenny Y.,mekong authentic vietnamese cuisine,5.0,Vietnamese
19382,Kenny Y.,pho & rice,3.0,"Vietnamese, Thai"
19383,Kenny Y.,barrio,3.0,"Bars, Breakfast & Brunch, Tacos"
19384,Kenny Y.,szechuan gourmet,5.0,Szechuan
19385,Kenny Y.,krav food truck,2.0,"Food Trucks, Sandwiches, Caterers"
19386,Kenny Y.,pig lickin' good bbq,3.0,"Food Trucks, Barbeque, Food Stands"
19387,Kenny Y.,sung's house,4.0,"Korean, Sushi Bars, Japanese"
19388,Kenny Y.,happy dog,4.0,"Bars, Music Venues, Hot Dogs"
19389,Kenny Y.,south side soda shop,3.0,"Diners, Desserts, Buffets"
19390,Kenny Y.,phnom penh,3.0,"Thai, Cambodian, Asian Fusion"
19391,Kenny Y.,fat cats,4.0,"American (New), Bars, Asian Fusion"
19392,Kenny Y.,china gate,3.0,Chinese
19393,Kenny Y.,shinano sushi bar & japanese cuisine,3.0,"Japanese, Sushi Bars"
19394,Kenny Y.,tommy's,4.0,"Vegetarian, American (Traditional), Vegan"
19395,Kenny Y.,lockkeepers,5.0,"American (New), Seafood, Italian"
19396,Kenny Y.,emperor's palace,3.0,"Dim Sum, Cantonese"
19397,Kenny Y.,hunan solon,5.0,Chinese
19398,Kenny Y.,the black pig,4.0,"American (New), French"
19399,Kenny Y.,pura vida,4.0,American (New)
19400,Kenny Y.,aladdin's eatery,4.0,"Mediterranean, Middle Eastern, Juice Bars & Smoothies"
19401,Kenny Y.,balaton restaurant,4.0,Hungarian
19402,Kenny Y.,mia bella restaurant,4.0,"Mediterranean, Italian"
19403,Kenny Y.,gourmet dumpling house,4.0,Chinese
19404,Kenny Y.,sea harbour,2.0,"Seafood, Dim Sum, Cantonese"
19405,Kenny Y.,chocolate bar,2.0,"Bars, American (Traditional)"
19406,Kenny Y.,geraci's restaurant,4.0,"Pizza, Italian"
19407,Kenny Y.,l'albatros,3.0,French
19408,Kenny Y.,grumpy's cafe,3.0,"Breakfast & Brunch, Salad"
19409,Kenny Y.,souper market,4.0,Soup
19410,Kenny Y.,mizu japanese sushi restaurant,3.0,"Japanese, Sushi Bars, Salad"
19411,Kenny Y.,angelo's nido italia,1.0,"Italian, Wine Bars"
19412,Kenny Y.,fired up taco truck,4.0,"Mexican, Food Trucks"
19413,Kenny Y.,momocho,3.0,Mexican
19414,Kenny Y.,map of thailand,5.0,Thai
19415,Kenny Y.,sophia's restaurant,5.0,"Breakfast & Brunch, Diners"
19416,Kenny Y.,pupuseria la bendicion,3.0,"Salvadoran, Colombian"
19417,Kenny Y.,le petit triangle cafe,2.0,"French, Breakfast & Brunch, Cafes"
19418,Kenny Y.,ha ahn korean restaurant,3.0,"Korean, Sushi Bars, Japanese"
19419,Kenny Y.,the blue door cafe & bakery,3.0,"Breakfast & Brunch, Cafes, Bakeries"
19420,Kenny Y.,buddakan,5.0,"Chinese, Bars, Asian Fusion"
19421,Kenny Y.,bob's noodle 66,5.0,"Chinese, Taiwanese"
19422,Kenny Y.,luna bakery cafe,5.0,"Cafes, Bakeries, Custom Cakes"
19423,Kenny Y.,blue point grille,5.0,Seafood
19424,Kenny Y.,bangkok thai cuisine,2.0,"Thai, Noodles"
19425,Kenny Y.,banana blossom thai cuisine,3.0,Thai
19426,Kenny Y.,trevos,2.0,"American (New), Bars, Burgers"
19427,Kenny Y.,miega restaurant,4.0,"Korean, Barbeque"
19428,Kenny Y.,mallorca,3.0,"Spanish, Portuguese, Seafood"
19429,Kenny Y.,seoul garden,3.0,Korean
19430,Kenny Y.,ty fun thai bistro,2.0,Thai
19431,Kenny Y.,bo loong,1.0,Chinese
19432,Kenny Y.,li wah,3.0,"Dim Sum, Cantonese, Seafood"
19433,Kenny Y.,red lobster,1.0,"Seafood, American (Traditional)"
19434,Kenny Y.,felice,4.0,"American (New), Cafes, Bars"
19435,Kenny Y.,shuhei,4.0,"Sushi Bars, Japanese"
19436,Kenny Y.,p&g's pamela's diner,3.0,"Breakfast & Brunch, Diners"
19437,Kenny Y.,mister brisket,5.0,"Sandwiches, Butcher, Delis"
19438,Kenny Y.,mama's on washington square,3.0,Breakfast & Brunch
19439,Kenny Y.,san tung,5.0,"Chinese, Chicken Wings, Noodles"
19440,Kenny Y.,flying fig,5.0,"American (New), Breakfast & Brunch"
19441,Kenny Y.,korea house,3.0,Korean
19442,Kenny Y.,superior pho,5.0,"Vietnamese, Soup, Sandwiches"
19443,Kenny Y.,pacific east japanese restaurant,4.0,"Japanese, Malaysian, Sushi Bars"
19444,Kenny Y.,wonton gourmet & bbq,4.0,"Chinese, Barbeque"
19445,Kenny Y.,siam cafe,2.0,"Vietnamese, Thai, Chinese"
19446,Kenny Y.,r&g lounge,3.0,"Seafood, Cantonese"
19447,Kenny Y.,ramen dojo,4.0,Ramen
19448,Kenny Y.,kumo japanese seafood buffet,4.0,"Buffets, Sushi Bars, Japanese"
19449,Kenny Y.,hunan east,4.0,Chinese
19450,Kenny Y.,swensons drive-in,5.0,"Sandwiches, Burgers, Fast Food"
19451,Kenny Y.,high thai'd,2.0,"Thai, Asian Fusion"
19452,Kenny Y.,peppermint thai cuisine,5.0,Thai
19453,Kenny Y.,lucky's cafe,5.0,"Coffee & Tea, Breakfast & Brunch, Desserts"
19454,Margaret P.,casita del campo,5.0,"Mexican, Seafood, Bars"
19455,Margaret P.,cafe beaujolais,4.0,French
19456,Margaret P.,dan modern chinese,5.0,"Dim Sum, Noodles, Taiwanese"
19457,Margaret P.,loqui,5.0,Tacos
19458,Margaret P.,the waterfront venice,4.0,"American (New), Beer Gardens, Tacos"
19459,Margaret P.,gran blanco,4.0,"Cocktail Bars, Mediterranean"
19460,Margaret P.,little lunch coffee,5.0,"Cafes, Coffee & Tea"
19461,Margaret P.,orchid thai,5.0,"Thai, Salad, Noodles"
19462,Margaret P.,s'u can tho vietnamese kitchen,5.0,Vietnamese
19463,Margaret P.,taisho,4.0,"Sushi Bars, Japanese, Cocktail Bars"
19464,Margaret P.,daedo sikdang,5.0,"Korean, Bars, Steakhouses"
19465,Margaret P.,chris korean bbq,4.0,"Korean, Barbeque"
19466,Margaret P.,g'bi coffee & bakery,5.0,"Bakeries, Coffee & Tea, Sandwiches"
19467,Margaret P.,american coney island,3.0,"Hot Dogs, Fast Food"
19468,Margaret P.,liliha bakery,5.0,"Bakeries, Breakfast & Brunch, Diners"
19469,Margaret P.,kalbi on fire,5.0,"Food Trucks, Korean, Barbeque"
19470,Margaret P.,hico,4.0,"Coffee & Tea, Breakfast & Brunch, Hawaiian"
19471,Margaret P.,fixins soul kitchen,5.0,"Soul Food, Comfort Food, American (Traditional)"
19472,Margaret P.,chubby's diner,5.0,"Diners, Hawaiian"
19473,Margaret P.,broke da mouth grindz,4.0,"Filipino, Hawaiian, Korean"
19474,Margaret P.,island vintage coffee,5.0,"Coffee & Tea, Breakfast & Brunch, Hawaiian"
19475,Margaret P.,yogurstory,5.0,"Pancakes, Waffles"
19476,Margaret P.,ola brew,5.0,"Breweries, Cideries, Hawaiian"
19477,Margaret P.,kaaloa's super js authentic hawaiian,5.0,Hawaiian
19478,Margaret P.,wai_hole poi factory,5.0,Hawaiian
19479,Margaret P.,laverne's sports bar,4.0,"Sports Bars, American (New)"
19480,Margaret P.,ali'i coffee,3.0,"Coffee & Tea, Coffee Roasteries, Sandwiches"
19481,Margaret P.,k republic karaoke,4.0,"Karaoke, Bars, Asian Fusion"
19482,Margaret P.,ocean bo,4.0,"Dim Sum, Cantonese, Seafood"
19483,Margaret P.,pupusas delmy,5.0,Food Stands
19484,Margaret P.,taconazo,5.0,Tacos
19485,Margaret P.,hella bird,5.0,"Korean, Chicken Shop, American (Traditional)"
19486,Margaret P.,linger,4.0,"Asian Fusion, Breakfast & Brunch, Bars"
19487,Margaret P.,forest room 5,4.0,"Tapas Bars, Lounges"
19488,Margaret P.,finney's crafthouse,4.0,"American (Traditional), Beer Bar"
19489,Margaret P.,ikonicks burgers & brew,4.0,"American (Traditional), Beer Bar, Wine Bars"
19490,Margaret P.,ten ren's tea time,4.0,"Coffee & Tea, Taiwanese, Hot Pot"
19491,Margaret P.,poppy cake baking company,5.0,"Cafes, Bakeries, Sandwiches"
19492,Margaret P.,morrison atwater village,4.0,"Gastropubs, Burgers, Salad"
19493,Margaret P.,the cheesecake factory,4.0,"Desserts, American (Traditional)"
19494,Margaret P.,tacos los cuates,5.0,"Pop-Up Restaurants, Tacos"
19495,Margaret P.,cebuchon sa barrio,5.0,Filipino
19496,Margaret P.,kusina ni kuya,4.0,"Filipino, Fast Food"
19497,Margaret P.,lou malnati's pizzeria,5.0,"Pizza, Italian"
19498,Margaret P.,wahlburgers,3.0,"American (Traditional), Burgers"
19499,Margaret P.,lemonade,5.0,"American (New), Sandwiches, Salad"
19500,Margaret P.,moon palace by david chang,4.0,"Fast Food, American (Traditional), Breakfast & Brunch"
19501,Margaret P.,lunasia dim sum house,3.0,"Dim Sum, Seafood, Cantonese"
19502,Margaret P.,three dots and a dash,5.0,"Asian Fusion, Tiki Bars"
19503,Margaret P.,pequod's pizzeria,5.0,Pizza
19504,Margaret P.,le roy's restaurant,5.0,"Diners, Breakfast & Brunch, American (Traditional)"
19505,Margaret P.,aikan sushi & ramen,4.0,"Sushi Bars, Izakaya, Ramen"
19506,Margaret P.,the social list,5.0,"Modern European, Gastropubs, Breakfast & Brunch"
19507,Margaret P.,president thai,5.0,Thai
19508,Margaret P.,chicago pizza and oven grinder company,5.0,"Pizza, Italian, Bars"
19509,Margaret P.,cafe margo,5.0,"Sandwiches, Juice Bars & Smoothies, Delis"
19510,Margaret P.,feng mao lamb kebab,4.0,"Korean, Chinese, Barbeque"
19511,Margaret P.,paco's mexican restaurant,4.0,"Mexican, Bars, Venues & Event Spaces"
19512,Margaret P.,momo paradise,5.0,"Japanese, Hot Pot"
19513,Margaret P.,moxie lounge & karaoke,5.0,"Karaoke, Lounges, Japanese"
19514,Margaret P.,yuk dae jang,5.0,Korean
19515,Margaret P.,dorrys at toms farms corona,5.0,"Bars, Barbeque"
19516,Margaret P.,smosh town,5.0,"Burgers, Food Trucks, Breakfast & Brunch"
19517,Margaret P.,saginaw's delicatessen,3.0,"Breakfast & Brunch, Sandwiches"
19518,Margaret P.,goldburger,5.0,"Burgers, Desserts"
19519,Margaret P.,tacos 1986,4.0,Tacos
19520,Margaret P.,triple beam pizza,3.0,Pizza
19521,Margaret P.,kobe gyukatsu,4.0,Japanese
19522,Margaret P.,mothership coffee roasters,5.0,"Coffee & Tea, Coffee Roasteries, Cafes"
19523,Margaret P.,napoleon house,5.0,"American (Traditional), Cocktail Bars"
19524,Margaret P.,willie's chicken shack,5.0,"Soul Food, Cajun/Creole, Chicken Wings"
19525,Margaret P.,verti marte,5.0,"Delis, Sandwiches, Breakfast & Brunch"
19526,Margaret P.,brennan's,5.0,Cajun/Creole
19527,Margaret P.,el torito,4.0,"Mexican, Bars, Breakfast & Brunch"
19528,Margaret P.,willie mae's at the market,5.0,"Southern, Soul Food"
19529,Margaret P.,howlin' ray's,5.0,"Southern, Chicken Shop, American (Traditional)"
19530,Margaret P.,northgate market,4.0,"Grocery, Bakeries, Mexican"
19531,Margaret P.,pizza hut,4.0,"Pizza, Chicken Wings, Fast Food"
19532,Margaret P.,tam o'shanter,4.0,"Pubs, British"
19533,Margaret P.,side chick,3.0,"Asian Fusion, Hainan, Fast Food"
19534,Margaret P.,guisados,3.0,Mexican
19535,Margaret P.,tacos don goyo,5.0,Mexican
19536,Margaret P.,sandy's beach shack,3.0,"Cocktail Bars, Diners"
19537,Margaret P.,chung chun rice hotdog,5.0,"Hot Dogs, Korean, Donuts"
19538,Margaret P.,the monrovian,5.0,"Bakeries, Pizza, Bars"
19539,Margaret P.,dumpling house,4.0,"Shanghainese, Seafood"
19540,Margaret P.,mediterranean spinners,5.0,Mediterranean
19541,Margaret P.,sugarfish by sushi nozawa,5.0,"Japanese, Sushi Bars"
19542,Margaret P.,tacos los cuates,5.0,"Tacos, Food Stands"
19543,Margaret P.,cheeky cheeky bun bun,4.0,Dim Sum
19544,Margaret P.,alex madonna's gold rush steak house,4.0,Steakhouses
19545,Margaret P.,nautical bean,5.0,"Coffee & Tea, Breakfast & Brunch"
19546,Margaret P.,coffee and plants,5.0,"Coffee & Tea, Bakeries, Vegan"
19547,Margaret P.,gelsinger's meats market deli,5.0,"Delis, Meat Shops"
19548,Margaret P.,red robin gourmet burgers and brews,5.0,"Burgers, American (Traditional)"
19549,Margaret P.,planet pansit,4.0,"Filipino, Breakfast & Brunch, Specialty Food"
19550,Margaret P.,yes sushi,5.0,"Japanese, Sushi Bars"
19551,Margaret P.,blackmarket bakery,4.0,"Breakfast & Brunch, Bakeries, Coffee & Tea"
19552,Margaret P.,cafe de olla,5.0,"American (Traditional), Mexican, Breakfast & Brunch"
19553,Margaret P.,art's kitchen,5.0,Filipino
19554,Margaret P.,yama seafood,5.0,"Seafood Markets, Sushi Bars, Japanese"
19555,Margaret P.,red iron,3.0,"Mongolian, Barbeque"
19556,Margaret P.,plenty on bell,4.0,"Breakfast & Brunch, American (New), Venues & Event Spaces"
19557,Margaret P.,baja mar fish taco,5.0,"Mexican, Seafood"
19558,Margaret P.,pier 46 seafood market & restaurant,5.0,"Seafood, Seafood Markets"
19559,Margaret P.,the vreamery,5.0,"Vegan, Cheese Shops"
19560,Margaret P.,calajo catering,5.0,"Caterers, Filipino, Custom Cakes"
19561,Margaret P.,taste of the pacific,5.0,Filipino
19562,Margaret P.,shalhoob's funk zone patio,4.0,"Tapas/Small Plates, American (New), Venues & Event Spaces"
19563,Margaret P.,jollibee,4.0,"Filipino, Chicken Shop, Fast Food"
19564,Margaret P.,pioneer chicken,4.0,Fast Food
19565,Margaret P.,sesame grill,5.0,"Chicken Shop, Fast Food"
19566,Margaret P.,secret bao,4.0,Asian Fusion
19567,Margaret P.,red lion tavern,4.0,"Pubs, German"
19568,Margaret P.,zankou chicken,5.0,"Mediterranean, Armenian, Salad"
19569,Margaret P.,santa barbara shellfish company,5.0,"Seafood, Live/Raw Food, Beer Bar"
19570,Margaret P.,buena onda,5.0,"Argentine, Latin American, Empanadas"
19571,Margaret P.,sushi roku,4.0,"Sushi Bars, Japanese, Asian Fusion"
19572,Margaret P.,bludso's bar & que,5.0,"Barbeque, American (Traditional), Cocktail Bars"
19573,Margaret P.,duke's malibu,5.0,"American (New), Seafood, Breakfast & Brunch"
19574,Margaret P.,yellowstone pizza,4.0,"Pizza, Salad"
19575,Margaret P.,birrieria gonzalez,5.0,"Food Trucks, Tacos"
19576,Margaret P.,the corral,5.0,Burgers
19577,Margaret P.,mom's products,5.0,Mediterranean
19578,Margaret P.,pita gr,5.0,"Mediterranean, Greek"
19579,Margaret P.,running bear pancake house,5.0,"Breakfast & Brunch, American (Traditional), Coffee & Tea"
19580,Margaret P.,mariscos jalisco,5.0,"Tacos, Food Trucks, Seafood"
19581,Margaret P.,tacos el gordo,5.0,Mexican
19582,Margaret P.,taquizas gilberto,4.0,Mexican
19583,Margaret P.,quality seafood,4.0,"Seafood Markets, Seafood, Beer Bar"
19584,Margaret P.,philippe the original,4.0,"Sandwiches, Breakfast & Brunch, American (Traditional)"
19585,Margaret P.,vespertine,5.0,American (New)
19586,Margaret P.,banh mi che cali,3.0,Vietnamese
19587,Margaret P.,clearwater bagel,5.0,"Bagels, Coffee & Tea, Breakfast & Brunch"
19588,Margaret P.,hilltop's jamaican market & restaurant a1,5.0,"Caribbean, International Grocery"
19589,Margaret P.,mama kat's,5.0,"American (Traditional), Breakfast & Brunch"
19590,Margaret P.,tj tacos,5.0,Mexican
19591,Margaret P.,sweetgreen,5.0,"Salad, Vegetarian"
19592,Margaret P.,phoenix food boutique,4.0,Chinese
19593,Margaret P.,burgerim,4.0,"Burgers, American (Traditional), Sandwiches"
19594,Margaret P.,taco bar,4.0,Mexican
19595,Margaret P.,roma market,4.0,"Delis, Specialty Food, Imported Food"
19596,Margaret P.,sayulitas mexican food,5.0,"Mexican, Filipino"
19597,Margaret P.,running chicks,5.0,"Chicken Wings, Asian Fusion, Korean"
19598,Margaret P.,gok' caf',5.0,"Coffee & Tea, Bakeries, Sandwiches"
19599,Margaret P.,cassell's hamburgers,5.0,"American (Traditional), Burgers, Breakfast & Brunch"
19600,Margaret P.,dots cafe,5.0,"Cafes, Bakeries, Sandwiches"
19601,Margaret P.,pizza supreme,5.0,"Pizza, Sandwiches, Salad"
19602,Margaret P.,grill city,3.0,"Filipino, Barbeque, Fast Food"
19603,Margaret P.,langer's delicatessen,5.0,"Delis, Sandwiches"
19604,Margaret P.,bronx sandwich,5.0,"Sandwiches, Delis, Salad"
19605,Margaret P.,rose city pizza,4.0,"Pizza, Italian"
19606,Margaret P.,seafood city supermarket,4.0,"Filipino, Seafood Markets, International Grocery"
19607,Margaret P.,uncle tetsu,5.0,"Japanese, Desserts, Bakeries"
19608,Margaret P.,granville,4.0,"American (New), Cocktail Bars"
19609,Margaret P.,ho kee cafe,5.0,"Cantonese, Barbeque"
19610,Margaret P.,claro's italian markets,5.0,"Delis, International Grocery, Cooking Classes"
19611,Margaret P.,bhanu indian cuisine & market,5.0,"Indian, International Grocery, Coffee & Tea"
19612,Margaret P.,coffee code,5.0,"Coffee & Tea, Breakfast & Brunch, Sandwiches"
19613,Margaret P.,rubio's coastal grill,5.0,"Mexican, Seafood, Salad"
19614,Margaret P.,broken mouth | lee's homestyle,5.0,"Hawaiian, Korean, Comfort Food"
19615,Margaret P.,bj's restaurant & brewhouse,5.0,"American (New), Breweries, Pizza"
19616,Margaret P.,hide out cafe,5.0,"Coffee & Tea, Asian Fusion, Comfort Food"
19617,Margaret P.,fatburger,5.0,"Burgers, Fast Food"
19618,Margaret P.,los cinco puntos,4.0,Mexican
19619,Margaret P.,j b burgers,5.0,"Burgers, Fast Food, American (Traditional)"
19620,Margaret P.,curry time,5.0,Indian
19621,Margaret P.,the juice,3.0,"Live/Raw Food, Juice Bars & Smoothies"
19622,Margaret P.,the park's finest,5.0,"Barbeque, Filipino, American (New)"
19623,Margaret P.,izakaya tonchinkan,5.0,"Izakaya, Sushi Bars"
19624,Margaret P.,carlos's tijuana tacos,4.0,"Tacos, Food Stands"
19625,Margaret P.,pasta sisters,5.0,"Italian, Wine Bars"
19626,Margaret P.,arcadia garden cafe,4.0,"Chinese, Hong Kong Style Cafe"
19627,Margaret P.,yang's kitchen,5.0,"Asian Fusion, Breakfast & Brunch, Coffee & Tea"
19628,Margaret P.,yoshinoya,4.0,Gyudon
19629,Margaret P.,cafe gratitude,5.0,"Vegan, Vegetarian, Cafes"
19630,Margaret P.,the chicken koop,5.0,"American (New), Breakfast & Brunch, Sandwiches"
19631,Margaret P.,chao doi thai restaurant,4.0,Thai
19632,Margaret P.,golden state coffee roasters,5.0,"Coffee Roasteries, Coffee & Tea, Breakfast & Brunch"
